Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,Year,rider_name,Gen_type,birth_date,birth_city
15,2009-07-19,207.5,Pontarlier,Verbier,Mountain Stage,Alberto Contador,ESP,2009,Alberto_Contador,Mountain stage,1982-12-06,Madrid
16,2009-07-21,159.0,Martigny,Bourg-Saint-Maurice,Mountain Stage,Sandy Casar,FRA,2009,Sandy_Casar,Mountain stage,1979-02-02,Mantes-la-Jolie
17,2009-07-22,169.5,Bourg-Saint-Maurice,Le Grand-Bornand,Mountain Stage,Fränk Schleck,LUX,2009,Fränk_Schleck,Mountain stage,1980-04-15,Luxembourg
18,2009-07-23,40.5,Annecy,Annecy,Individual time trial,Alberto Contador,ESP,2009,Alberto_Contador,Time trial,1982-12-06,Madrid
19,2009-07-24,178.0,Bourgoin-Jallieu,Aubenas,Flat stage,Mark Cavendish,GBR,2009,Mark_Cavendish,,1985-05-21,Douglas
20,2009-07-25,167.0,Montélimar,Mont Ventoux,Mountain stage,Juan Manuel Gárate,ESP,2009,Juan_Manuel_Gárate,,1976-04-24,Irun
21,2009-07-26,164.0,Montereau-Fault-Yonne,Paris,Flat stage,Mark Cavendish,GBR,2009,Mark_Cavendish,,1985-05-21,Douglas
1,2008-07-05,197.5,Brest,Plumelec,Flat stage,Alejandro Valverde,ESP,2008,Alejandro_Valverde,,1980-04-25,Murcie
2,2008-07-06,164.5,Auray,Saint-Brieuc,Flat stage,Thor Hushovd,NOR,2008,Thor_Hushovd,,1978-01-18,Grimstad
3,2008-07-07,208.0,Saint-Malo,Nantes,Flat stage,Samuel Dumoulin,FRA,2008,Samuel_Dumoulin,,1980-08-20,Vénissieux
4,2008-07-08,29.5,Cholet,Cholet,Individual time trial,Kim Kirchen,LUX,2008,Kim_Kirchen,Time trial,1978-07-03,Luxembourg
5,2008-07-09,232.0,Cholet,Châteauroux,Flat stage,Mark Cavendish,GBR,2008,Mark_Cavendish,,1985-05-21,Douglas
6,2008-07-10,195.5,Aigurande,Super-Besse Sancy,Transition stage,Alejandro Valverde,ESP,2008,Alejandro_Valverde,Mountain stage,1980-04-25,Murcie
7,2008-07-11,159.0,Brioude,Aurillac,Transition stage,Luis León Sánchez,ESP,2008,Luis_León_Sánchez,Mountain stage,1983-11-24,Mula
8,2008-07-12,172.5,Figeac,Toulouse,Flat stage,Mark Cavendish,GBR,2008,Mark_Cavendish,,1985-05-21,Douglas
9,2008-07-13,224.0,Toulouse,Bagnères-de-Bigorre,Mountain stage,Vladimir Efimkin,RUS,2008,Vladimir_Efimkin,,1981-12-02,Samara
10,2008-07-14,156.0,Pau,Hautacam,Mountain stage,Juan José Cobo,ESP,2008,Juan_José_Cobo,,1981-02-11,Torrelavega
11,2008-07-16,167.5,Lannemezan,Foix,Transition stage,Kurt Asle Arvesen,NOR,2008,Kurt_Asle_Arvesen,Mountain stage,1975-02-09,Molde
12,2008-07-17,168.5,Lavelanet,Narbonne,Flat stage,Mark Cavendish,GBR,2008,Mark_Cavendish,,1985-05-21,Douglas
13,2008-07-18,182.0,Narbonne,Nîmes,Flat stage,Mark Cavendish,GBR,2008,Mark_Cavendish,,1985-05-21,Douglas
14,2008-07-19,194.5,Nîmes,Digne-les-Bains,Flat stage,Óscar Freire,ESP,2008,Óscar_Freire,,1976-02-15,Torrelavega
15,2008-07-20,183.0,Embrun,Prato Nevoso,Mountain stage,Simon Gerrans,AUS,2008,Simon_Gerrans,,1980-05-16,Melbourne
16,2008-07-22,157.0,Cuneo,Jausiers,Mountain stage,Cyril Dessel,FRA,2008,Cyril_Dessel,,1974-11-29,Rive-de-Gier
17,2008-07-23,210.5,Embrun,Alpe d'Huez,Mountain stage,Carlos Sastre,ESP,2008,Carlos_Sastre,,1975-04-22,Ávila
18,2008-07-24,196.5,Bourg-d'Oisans,Saint-Étienne,Transition stage,Marcus Burghardt,GER,2008,Marcus_Burghardt,Mountain stage,1983-06-30,Zschopau
19,2008-07-25,165.5,Roanne,Montluçon,Flat stage,Sylvain Chavanel,FRA,2008,Sylvain_Chavanel,,1979-06-30,Châtellerault
20,2008-07-26,53.0,Cérilly,Saint-Amand-Montrond,Individual time trial,Fabian Cancellara,SUI,2008,Fabian_Cancellara,Time trial,1981-03-18,Wohlen bei Bern
21,2008-07-27,143.0,Étampes,Paris,Flat stage,Gert Steegmans,BEL,2008,Gert_Steegmans,,1980-09-30,Hasselt
P,2007-07-07,7.9,London,London,Individual time trial,Fabian Cancellara,SUI,2007,Fabian_Cancellara,Time trial,1981-03-18,Wohlen bei Bern
1,2007-07-08,203.0,London,Canterbury,Plain stage,Robbie McEwen,AUS,2007,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
2,2007-07-09,168.5,Dunkirk,Ghent,Plain stage,Gert Steegmans,BEL,2007,Gert_Steegmans,Flat stage,1980-09-30,Hasselt
3,2007-07-10,236.5,Waregem - Compiègne,Waregem - Compiègne,Plain stage,Fabian Cancellara,SUI,2007,Fabian_Cancellara,Flat stage,1981-03-18,Wohlen bei Bern
4,2007-07-11,193.0,Villers-Cotterêts,Joigny,Plain stage,Thor Hushovd,NOR,2007,Thor_Hushovd,Flat stage,1978-01-18,Grimstad
5,2007-07-12,182.5,Chablis,Autun,Intermediate stage,Filippo Pozzato,ITA,2007,Filippo_Pozzato,Flat stage,1981-09-10,Sandrigo
6,2007-07-13,199.5,Semur-en-Auxois,Bourg-en-Bresse,Plain stage,Tom Boonen,BEL,2007,Tom_Boonen,Flat stage,1980-10-15,Mol
7,2007-07-14,197.5,Bourg-en-Bresse,Le Grand-Bornand,Mountain stage,Linus Gerdemann,GER,2007,Linus_Gerdemann,,1982-09-16,Münster
8,2007-07-15,165.0,Le Grand-Bornand,Tignes,Mountain stage,Michael Rasmussen,DEN,2007,Michael_Rasmussen,,1974-06-01,Tølløse (en)
9,2007-07-17,159.5,Val-d'Isère,Briançon,Mountain stage,Mauricio Soler,COL,2007,Mauricio_Soler,,1983-01-14,Ramiriquí
10,2007-07-18,229.5,Tallard,Marseille,Plain stage,Cédric Vasseur,FRA,2007,Cédric_Vasseur,Flat stage,1970-08-18,Hazebrouck
11,2007-07-19,182.5,Marseille,Montpellier,Plain stage,Robert Hunter,RSA,2007,Robert_Hunter,Flat stage,,
12,2007-07-20,178.5,Montpellier,Castres,Intermediate stage,Tom Boonen,BEL,2007,Tom_Boonen,Flat stage,1980-10-15,Mol
13,2007-07-21,54.0,Albi,Albi,Individual time trial,Cadel Evans[n 1],AUS,2007,Cadel_Evans[n_1],Time trial,,
14,2007-07-22,197.0,Mazamet,Plateau-de-Beille,Mountain stage,Alberto Contador,ESP,2007,Alberto_Contador,,1982-12-06,Madrid
15,2007-07-23,196.0,Foix,Loudenvielle,Mountain stage,Kim Kirchen[n 1],LUX,2007,Kim_Kirchen[n_1],,,
16,2007-07-25,218.5,Orthez,Gourette–Col d'Aubisque,Mountain stage,Michael Rasmussen,DEN,2007,Michael_Rasmussen,,1974-06-01,Tølløse (en)
17,2007-07-26,188.5,Pau,Castelsarrasin,Intermediate stage,Daniele Bennati,ITA,2007,Daniele_Bennati,Flat stage,1980-09-24,Arezzo
18,2007-07-27,211.0,Cahors,Angoulême,Plain stage,Sandy Casar,FRA,2007,Sandy_Casar,Flat stage,1979-02-02,Mantes-la-Jolie
19,2007-07-28,55.5,Cognac,Angoulême,Individual time trial,Levi Leipheimer,USA,2007,Levi_Leipheimer,Time trial,1973-10-24,Butte
20,2007-07-29,146.0,Marcoussis,Paris,Plain stage,Daniele Bennati,ITA,2007,Daniele_Bennati,Flat stage,1980-09-24,Arezzo
P,2006-07-01,7.1,Strasbourg,Strasbourg,Individual time trial,Thor Hushovd,NOR,2006,Thor_Hushovd,Time trial,1978-01-18,Grimstad
1,2006-07-02,184.5,Strasbourg,Strasbourg,Flat stage,Jimmy Casper,FRA,2006,Jimmy_Casper,,1978-05-28,Montdidier
2,2006-07-03,228.5,Obernai,Esch-sur-Alzette,Flat stage,Robbie McEwen,AUS,2006,Robbie_McEwen,,1972-06-24,Brisbane
3,2006-07-04,216.5,Esch-sur-Alzette,Valkenburg,Hilly stage,Matthias Kessler,GER,2006,Matthias_Kessler,,1979-05-16,Nuremberg
4,2006-07-05,207.0,Huy,Saint-Quentin,Flat stage,Robbie McEwen,AUS,2006,Robbie_McEwen,,1972-06-24,Brisbane
5,2006-07-06,225.0,Beauvais,Caen,Flat stage,Óscar Freire,ESP,2006,Óscar_Freire,,1976-02-15,Torrelavega
6,2006-07-07,189.0,Lisieux,Vitré,Flat stage,Robbie McEwen,AUS,2006,Robbie_McEwen,,1972-06-24,Brisbane
7,2006-07-08,52.0,Saint Grégoire,Rennes,Individual time trial,Serhiy Honchar,UKR,2006,Serhiy_Honchar,Time trial,1970-07-03,Rivne
8,2006-07-09,181.0,Saint-Méen-le-Grand,Lorient,Flat stage,Sylvain Calzati,FRA,2006,Sylvain_Calzati,,1979-07-01,Lyon
9,2006-07-11,169.5,Bordeaux,Dax,Flat stage,Óscar Freire,ESP,2006,Óscar_Freire,,1976-02-15,Torrelavega
10,2006-07-12,190.5,Cambo-les-Bains,Pau,Mountain stage,Juan Miguel Mercado,ESP,2006,Juan_Miguel_Mercado,,1978-07-07,Armilla
11,2006-07-13,206.5,Tarbes,Val d'Aran/Pla-de-Beret,Mountain stage,Denis Menchov,RUS,2006,Denis_Menchov,,1978-01-25,Orel
12,2006-07-14,211.5,Luchon,Carcassonne,Hilly stage,Yaroslav Popovych,UKR,2006,Yaroslav_Popovych,,1980-01-04,Drohobytch
13,2006-07-15,230.0,Béziers,Montélimar,Flat stage,Jens Voigt,GER,2006,Jens_Voigt,,1971-09-17,Grevesmühlen
14,2006-07-16,180.5,Montélimar,Gap,Hilly stage,Pierrick Fédrigo,FRA,2006,Pierrick_Fédrigo,,1978-11-30,Marmande
15,2006-07-18,187.0,Gap,Alpe d'Huez,Mountain stage,Fränk Schleck,LUX,2006,Fränk_Schleck,,1980-04-15,Luxembourg
16,2006-07-19,182.0,Le Bourg-d'Oisans,La Toussuire,Mountain stage,Michael Rasmussen,DEN,2006,Michael_Rasmussen,,1974-06-01,Tølløse (en)
17,2006-07-20,200.5,Saint-Jean-de-Maurienne,Morzine,Mountain stage,Carlos Sastre,ESP,2006,Carlos_Sastre,,1975-04-22,Ávila
18,2006-07-21,197.0,Morzine,Mâcon,Flat stage,Matteo Tosatto,ITA,2006,Matteo_Tosatto,,1974-05-14,Castelfranco Veneto
19,2006-07-22,57.0,Le Creusot,Montceau-les-Mines,Individual time trial,Serhiy Honchar,UKR,2006,Serhiy_Honchar,Time trial,1970-07-03,Rivne
20,2006-07-23,154.5,Antony/Parc de Sceaux,Paris,Flat stage,Thor Hushovd,NOR,2006,Thor_Hushovd,,1978-01-18,Grimstad
1,2005-07-02,19.0,Fromentine,Noirmoutier-en-l'Île,Individual time trial,David Zabriskie,USA,2005,David_Zabriskie,Time trial,1979-01-12,Salt Lake City
2,2005-07-03,181.5,Challans,Les Essarts,Plain stage,Tom Boonen,BEL,2005,Tom_Boonen,Flat stage,1980-10-15,Mol
3,2005-07-04,212.5,La Châtaigneraie,Tours,Plain stage,Tom Boonen,BEL,2005,Tom_Boonen,Flat stage,1980-10-15,Mol
4,2005-07-05,67.5,Tours,Blois,Team time trial,Discovery Channel,,2005,Discovery_Channel,Flat stage,,
5,2005-07-06,183.0,Chambord,Montargis,Plain stage,Robbie McEwen,AUS,2005,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
6,2005-07-07,199.0,Troyes,Nancy,Plain stage,Lorenzo Bernucci,ITA,2005,Lorenzo_Bernucci,Flat stage,1979-09-15,Sarzana
7,2005-07-08,228.5,Lunéville,Karlsruhe,Plain stage,Robbie McEwen,AUS,2005,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
8,2005-07-09,231.5,Pforzheim,Gérardmer,Hilly stage,Pieter Weening,NED,2005,Pieter_Weening,,1981-04-05,Harkema
9,2005-07-10,171.0,Gérardmer,Mulhouse,Hilly stage,Michael Rasmussen,DEN,2005,Michael_Rasmussen,,1974-06-01,Tølløse (en)
10,2005-07-12,177.0,Grenoble,Courchevel,Mountain stage,Alejandro Valverde,ESP,2005,Alejandro_Valverde,,1980-04-25,Murcie
11,2005-07-13,173.0,Courchevel,Briançon,Mountain stage,Alexander Vinokourov,KAZ,2005,Alexander_Vinokourov,,1973-09-16,Beskol (d)
12,2005-07-14,187.0,Briançon,Digne-les-Bains,Hilly stage,David Moncoutié,FRA,2005,David_Moncoutié,,1975-04-30,Provins
13,2005-07-15,173.5,Miramas,Montpellier,Plain stage,Robbie McEwen,AUS,2005,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
14,2005-07-16,220.5,Agde,Ax 3 Domaines,Mountain stage,Georg Totschnig,AUT,2005,Georg_Totschnig,,1971-05-25,Kaltenbach
15,2005-07-17,205.5,Lézat-sur-Lèze,Saint-Lary-Soulan Pla d'Adet,Mountain stage,George Hincapie,USA,2005,George_Hincapie,,1973-06-29,Queens
16,2005-07-19,180.5,Mourenx,Pau,Mountain stage,Óscar Pereiro,ESP,2005,Óscar_Pereiro,,1977-08-03,Mos
17,2005-07-20,239.5,Pau,Revel,Plain stage,Paolo Savoldelli,ITA,2005,Paolo_Savoldelli,Flat stage,1973-05-07,Clusone
18,2005-07-21,189.0,Albi,Mende,Hilly stage,Marcos Antonio Serrano,ESP,2005,Marcos_Antonio_Serrano,,1972-09-08,Pontevedra
19,2005-07-22,153.5,Issoire,Le Puy-en-Velay,Hilly stage,Giuseppe Guerini,ITA,2005,Giuseppe_Guerini,,1970-02-14,Gazzaniga
20,2005-07-23,55.5,Saint-Étienne,Saint-Étienne,Individual time trial,Lance Armstrong[n 1],USA,2005,Lance_Armstrong[n_1],Time trial,,
21,2005-07-24,144.5,Corbeil-Essonnes,Paris,Plain stage,Alexander Vinokourov,KAZ,2005,Alexander_Vinokourov,Flat stage,1973-09-16,Beskol (d)
P,2004-07-03,6.1,Liège,Liège,Individual time trial,Fabian Cancellara,SUI,2004,Fabian_Cancellara,Time trial,1981-03-18,Wohlen bei Bern
1,2004-07-04,202.5,Liège,Charleroi,Plain stage,Jaan Kirsipuu,EST,2004,Jaan_Kirsipuu,Flat stage,1969-07-17,Tartu
2,2004-07-05,197.0,Charleroi,Namur,Plain stage,Robbie McEwen,AUS,2004,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
3,2004-07-06,210.0,Waterloo,Wasquehal,Plain stage,Jean-Patrick Nazon,FRA,2004,Jean-Patrick_Nazon,Flat stage,1977-01-18,Épinal
4,2004-07-07,64.5,Cambrai,Arras,Team time trial,U.S. Postal Service,USA,2004,U.S._Postal_Service,Flat stage,,
5,2004-07-08,200.5,Amiens,Chartres,Plain stage,Stuart O'Grady,AUS,2004,Stuart_O'Grady,Flat stage,1973-08-06,Adélaïde
6,2004-07-09,196.0,Bonneval,Angers,Plain stage,Tom Boonen,BEL,2004,Tom_Boonen,Flat stage,1980-10-15,Mol
7,2004-07-10,204.5,Châteaubriant,Saint-Brieuc,Plain stage,Filippo Pozzato,ITA,2004,Filippo_Pozzato,Flat stage,1981-09-10,Sandrigo
8,2004-07-11,168.0,Lamballe,Quimper,Plain stage,Thor Hushovd,NOR,2004,Thor_Hushovd,Flat stage,1978-01-18,Grimstad
9,2004-07-13,160.5,Saint-Léonard-de-Noblat,Guéret,Plain stage,Robbie McEwen,AUS,2004,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
10,2004-07-14,237.0,Limoges,Saint-Flour,Hilly stage,Richard Virenque,FRA,2004,Richard_Virenque,,1969-11-19,Casablanca
11,2004-07-15,164.0,Saint-Flour,Figeac,Hilly stage,David Moncoutié,FRA,2004,David_Moncoutié,,1975-04-30,Provins
12,2004-07-16,197.5,Castelsarrasin,La Mongie,Mountain stage,Ivan Basso,ITA,2004,Ivan_Basso,,1977-11-26,Gallarate
13,2004-07-17,205.5,Lannemezan,Plateau de Beille,Mountain stage,Lance Armstrong[n 1],USA,2004,Lance_Armstrong[n_1],,,
14,2004-07-18,192.5,Carcassonne,Nîmes,Plain stage,Aitor González,ESP,2004,Aitor_González,Flat stage,1975-02-27,Zumarraga
15,2004-07-20,180.5,Valréas,Villard-de-Lans,Mountain stage,Lance Armstrong[n 1],USA,2004,Lance_Armstrong[n_1],,,
16,2004-07-21,15.5,Le Bourg-d'Oisans,Alpe d'Huez,Individual time trial,Lance Armstrong[n 1],USA,2004,Lance_Armstrong[n_1],Time trial,,
17,2004-07-22,204.5,Le Bourg-d'Oisans,Le Grand-Bornand,Mountain stage,Lance Armstrong[n 1],USA,2004,Lance_Armstrong[n_1],,,
18,2004-07-23,166.5,Annemasse,Lons-le-Saunier,Hilly stage,Juan Miguel Mercado,ESP,2004,Juan_Miguel_Mercado,,1978-07-07,Armilla
19,2004-07-24,55.0,Besançon,Besançon,Individual time trial,Lance Armstrong[n 1],USA,2004,Lance_Armstrong[n_1],Time trial,,
20,2004-07-25,163.0,Montereau-Fault-Yonne,Paris,Plain stage,Tom Boonen,BEL,2004,Tom_Boonen,Flat stage,1980-10-15,Mol
P,2003-07-05,6.5,Paris,Paris,Individual time trial,Bradley McGee,AUS,2003,Bradley_McGee,Time trial,,Sydney
1,2003-07-06,168.0,Saint-Denis,Meaux,Plain stage,Alessandro Petacchi,ITA,2003,Alessandro_Petacchi,Flat stage,,La Spezia
2,2003-07-07,204.5,La Ferté-sous-Jouarre,Sedan,Plain stage,Baden Cooke,AUS,2003,Baden_Cooke,Flat stage,1978-10-12,Benalla
3,2003-07-08,167.5,Charleville-Mézières,Saint-Dizier,Plain stage,Alessandro Petacchi,ITA,2003,Alessandro_Petacchi,Flat stage,,La Spezia
4,2003-07-09,69.0,Joinville,Saint-Dizier,Team time trial,U.S. Postal Service,USA,2003,U.S._Postal_Service,Flat stage,,
5,2003-07-10,196.5,Troyes,Nevers,Plain stage,Alessandro Petacchi,ITA,2003,Alessandro_Petacchi,Flat stage,,La Spezia
6,2003-07-11,230.0,Nevers,Lyon,Plain stage,Alessandro Petacchi,ITA,2003,Alessandro_Petacchi,Flat stage,,La Spezia
7,2003-07-12,230.5,Lyon,Morzine,Stage with mountain(s),Richard Virenque,FRA,2003,Richard_Virenque,Mountain stage,1969-11-19,Casablanca
8,2003-07-13,219.0,Sallanches,Alpe d'Huez,Stage with mountain(s),Iban Mayo,ESP,2003,Iban_Mayo,Mountain stage,1977-08-19,Igorre
9,2003-07-14,184.5,Le Bourg-d'Oisans,Gap,Stage with mountain(s),Alexander Vinokourov,KAZ,2003,Alexander_Vinokourov,Mountain stage,1973-09-16,Beskol (d)
10,2003-07-15,219.5,Gap,Marseille,Plain stage,Jakob Piil,DEN,2003,Jakob_Piil,Flat stage,1973-03-09,Odense
11,2003-07-17,153.5,Narbonne,Toulouse,Plain stage,Juan Antonio Flecha,ESP,2003,Juan_Antonio_Flecha,Flat stage,1977-09-17,Junín
12,2003-07-18,47.0,Gaillac,Cap Découverte,Individual time trial,Jan Ullrich,GER,2003,Jan_Ullrich,Time trial,1973-12-02,Rostock
13,2003-07-19,197.5,Toulouse,Ax 3 Domaines,Stage with mountain(s),Carlos Sastre,ESP,2003,Carlos_Sastre,Mountain stage,1975-04-22,Ávila
14,2003-07-20,191.5,Saint-Girons,Loudenvielle,Stage with mountain(s),Gilberto Simoni,ITA,2003,Gilberto_Simoni,Mountain stage,1971-08-25,Giovo
15,2003-07-21,159.5,Bagnères-de-Bigorre,Luz Ardiden,Stage with mountain(s),Lance Armstrong[n 1],USA,2003,Lance_Armstrong[n_1],Mountain stage,,
16,2003-07-23,197.5,Pau,Bayonne,Stage with mountain(s),Tyler Hamilton,USA,2003,Tyler_Hamilton,Mountain stage,1971-03-01,Marblehead
17,2003-07-24,181.0,Dax,Bordeaux,Plain stage,Servais Knaven,NED,2003,Servais_Knaven,Flat stage,1971-03-06,Rijnwaarden
18,2003-07-25,203.5,Bordeaux,Saint-Maixent-l'École,Plain stage,Pablo Lastras,ESP,2003,Pablo_Lastras,Flat stage,1976-01-20,San Martín de Valdeiglesias
19,2003-07-26,49.0,Pornic,Nantes,Individual time trial,David Millar,GBR,2003,David_Millar,Time trial,1977-01-04,Mtarfa
20,2003-07-27,152.0,Ville-d'Avray,Paris,Plain stage,Jean-Patrick Nazon,FRA,2003,Jean-Patrick_Nazon,Flat stage,1977-01-18,Épinal
P,2002-07-06,7.0,Luxembourg City,Luxembourg City,Individual time trial,Lance Armstrong[n 1],USA,2002,Lance_Armstrong[n_1],Time trial,,
1,2002-07-07,192.5,Luxembourg City,Luxembourg City,Plain stage,Rubens Bertogliati,SUI,2002,Rubens_Bertogliati,Flat stage,1979-05-09,Lugano
2,2002-07-08,181.0,Luxembourg City,Saarbrücken,Plain stage,Óscar Freire,ESP,2002,Óscar_Freire,Flat stage,1976-02-15,Torrelavega
3,2002-07-09,174.5,Metz,Reims,Plain stage,Robbie McEwen,AUS,2002,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
4,2002-07-10,67.5,Épernay,Château-Thierry,Team time trial,ONCE–Eroski,,2002,ONCE–Eroski,Flat stage,,
5,2002-07-11,195.0,Soissons,Rouen,Plain stage,Jaan Kirsipuu,EST,2002,Jaan_Kirsipuu,Flat stage,1969-07-17,Tartu
6,2002-07-12,199.5,Forges-les-Eaux,Alençon,Plain stage,Erik Zabel,GER,2002,Erik_Zabel,Flat stage,1970-07-07,Berlin-Est
7,2002-07-13,176.0,Bagnoles-de-l'Orne,Avranches,Plain stage,Bradley McGee,AUS,2002,Bradley_McGee,Flat stage,,Sydney
8,2002-07-14,217.5,Saint-Martin-de-Landelles,Plouay,Plain stage,Karsten Kroon,NED,2002,Karsten_Kroon,Flat stage,1976-01-29,Dalen
9,2002-07-15,52.0,Lanester,Lorient,Individual time trial,Santiago Botero,COL,2002,Santiago_Botero,Time trial,1972-10-27,Medellín
10,2002-07-17,147.0,Bazas,Pau,Plain stage,Patrice Halgand,FRA,2002,Patrice_Halgand,Flat stage,,
11,2002-07-18,158.0,Pau,La Mongie,Stage with mountain(s),Lance Armstrong[n 1],USA,2002,Lance_Armstrong[n_1],Mountain stage,,
12,2002-07-19,199.5,Lannemezan,Plateau de Beille,Stage with mountain(s),Lance Armstrong[n 1],USA,2002,Lance_Armstrong[n_1],Mountain stage,,
13,2002-07-20,171.0,Lavelanet,Béziers,Plain stage,David Millar,GBR,2002,David_Millar,Flat stage,1977-01-04,Mtarfa
14,2002-07-21,221.0,Lodève,Mont Ventoux,Stage with mountain(s),Richard Virenque,FRA,2002,Richard_Virenque,Mountain stage,1969-11-19,Casablanca
15,2002-07-23,226.5,Vaison-la-Romaine,Les Deux Alpes,Hilly stage,Santiago Botero,COL,2002,Santiago_Botero,,1972-10-27,Medellín
16,2002-07-24,179.5,Les Deux Alpes,La Plagne,Stage with mountain(s),Michael Boogerd,NED,2002,Michael_Boogerd,Mountain stage,1972-05-28,La Haye
17,2002-07-25,142.0,Aime,Cluses,Stage with mountain(s),Dario Frigo,ITA,2002,Dario_Frigo,Mountain stage,1973-09-18,Saronno
18,2002-07-26,176.5,Cluses,Bourg-en-Bresse,Hilly stage,Thor Hushovd,NOR,2002,Thor_Hushovd,,1978-01-18,Grimstad
19,2002-07-27,50.0,Régnié-Durette,Mâcon,Individual time trial,Lance Armstrong[n 1],USA,2002,Lance_Armstrong[n_1],Time trial,,
20,2002-07-28,144.0,Melun,Paris,Plain stage,Robbie McEwen,AUS,2002,Robbie_McEwen,Flat stage,1972-06-24,Brisbane
P,2001-07-07,8.2,Dunkirk,Dunkirk,Individual time trial,Christophe Moreau,FRA,2001,Christophe_Moreau,Time trial,1971-04-12,Vervins
1,2001-07-08,194.5,Saint-Omer,Boulogne-sur-Mer,Plain stage,Erik Zabel,GER,2001,Erik_Zabel,Flat stage,1970-07-07,Berlin-Est
2,2001-07-09,220.5,Calais,Antwerp,Plain stage,Marc Wauters,BEL,2001,Marc_Wauters,Flat stage,1969-02-23,Hasselt
3,2001-07-10,198.5,Antwerp,Seraing,Plain stage,Erik Zabel,GER,2001,Erik_Zabel,Flat stage,1970-07-07,Berlin-Est
4,2001-07-11,215.0,Huy,Verdun,Plain stage,Laurent Jalabert,FRA,2001,Laurent_Jalabert,Flat stage,1968-11-30,Mazamet
5,2001-07-12,67.0,Verdun,Bar-le-Duc,Team time trial,Crédit Agricole,,2001,Crédit_Agricole,Flat stage,,
6,2001-07-13,211.5,Commercy,Strasbourg,Plain stage,Jaan Kirsipuu,EST,2001,Jaan_Kirsipuu,Flat stage,1969-07-17,Tartu
7,2001-07-14,162.5,Strasbourg,Colmar,Hilly stage,Laurent Jalabert,FRA,2001,Laurent_Jalabert,,1968-11-30,Mazamet
8,2001-07-15,222.5,Colmar,Pontarlier,Plain stage,Erik Dekker,NED,2001,Erik_Dekker,Flat stage,1970-08-21,Hoogeveen
9,2001-07-16,185.0,Pontarlier,Aix-les-Bains,Plain stage,Serguei Ivanov,RUS,2001,Serguei_Ivanov,Flat stage,,
10,2001-07-17,209.0,Aix-les-Bains,Alpe d'Huez,Stage with mountain(s),Lance Armstrong[n 1],USA,2001,Lance_Armstrong[n_1],Mountain stage,,
11,2001-07-18,32.0,Grenoble,Chamrousse,Individual time trial,Lance Armstrong[n 1],USA,2001,Lance_Armstrong[n_1],Time trial,,
12,2001-07-20,166.5,Perpignan,Plateau de Bonascre,Stage with mountain(s),Félix Cárdenas,COL,2001,Félix_Cárdenas,Mountain stage,1972-11-24,Encino
13,2001-07-21,194.0,Foix,Saint-Lary-Soulan Pla d'Adet,Stage with mountain(s),Lance Armstrong[n 1],USA,2001,Lance_Armstrong[n_1],Mountain stage,,
14,2001-07-22,141.5,Tarbes,Luz Ardiden,Stage with mountain(s),Roberto Laiseka,ESP,2001,Roberto_Laiseka,Mountain stage,1969-06-17,Guernica
15,2001-07-24,232.5,Pau,Lavaur,Plain stage,Rik Verbrugghe,BEL,2001,Rik_Verbrugghe,Flat stage,1974-07-23,Tirlemont
16,2001-07-25,229.5,Castelsarrasin,Sarran,Plain stage,Jens Voigt,GER,2001,Jens_Voigt,Flat stage,1971-09-17,Grevesmühlen
17,2001-07-26,194.0,Brive-la-Gaillarde,Montluçon,Plain stage,Serge Baguet,BEL,2001,Serge_Baguet,Flat stage,1969-08-18,Brakel
18,2001-07-27,61.0,Montluçon,Saint-Amand-Montrond,Individual time trial,Lance Armstrong[n 1],USA,2001,Lance_Armstrong[n_1],Time trial,,
19,2001-07-28,149.5,Orléans,Évry,Plain stage,Erik Zabel,GER,2001,Erik_Zabel,Flat stage,1970-07-07,Berlin-Est
20,2001-07-29,160.5,Corbeil-Essonnes,Paris,Plain stage,Ján Svorada,CZE,2001,Ján_Svorada,Flat stage,1968-08-28,Trenčín
1,2000-07-01,16.5,Futuroscope,Futuroscope,Individual time trial,David Millar,GBR,2000,David_Millar,Time trial,1977-01-04,Mtarfa
2,2000-07-02,194.0,Futuroscope,Loudun,Plain stage,Tom Steels,BEL,2000,Tom_Steels,Flat stage,1971-09-02,Saint-Gilles-Waes
3,2000-07-03,161.5,Loudun,Nantes,Plain stage,Tom Steels,BEL,2000,Tom_Steels,Flat stage,1971-09-02,Saint-Gilles-Waes
4,2000-07-04,70.0,Nantes,Saint-Nazaire,Team time trial,ONCE–Deutsche Bank,,2000,ONCE–Deutsche_Bank,Flat stage,,
5,2000-07-05,202.0,Vannes,Vitré,Plain stage,Marcel Wüst,GER,2000,Marcel_Wüst,Flat stage,1967-08-06,Cologne
6,2000-07-06,198.5,Vitré,Tours,Plain stage,Leon van Bon,NED,2000,Leon_van_Bon,Flat stage,1972-01-28,Asperen
